fir_number,incident_date,incident_time,timestamp,district,police_station,crime_category,sub_category,latitude,longitude,severity_score,status,modus_operandi,suspect_id,suspect_name,gang_affiliation,estimated_loss_inr,is_cybercrime,repeat_offender
FIR-2026-MAN-4152,2026-02-13,21:47:56,2026-02-13T21:47:56.033920,Mangaluru,Urwa PS,Chain Snatching & Theft,Mobile Theft,12.949876,74.868635,7,Under Investigation,Unlocked house entry at night,UNKNOWN,Unidentified Suspect,None,630000.0,0,0
FIR-2026-KAL-4153,2026-07-08,01:50:56,2026-07-08T01:50:56.033920,Kalaburagi,M B Nagar PS,Chain Snatching & Theft,House Burglary,17.34494,76.807139,5,Under Investigation,Unlocked house entry at night,UNKNOWN,Unidentified Suspect,None,50000.0,0,0
FIR-2026-BEL-4154,2026-04-01,13:32:56,2026-04-01T13:32:56.033920,Belagavi,Camp PS,Chain Snatching & Theft,Two-Wheeler Chain Snatching,15.924667,74.538266,7,Pending,Master key ignition,SUS-1006,Anil 'Snake' Shetty,Coastal Smugglers,168000.0,0,0
FIR-2025-MYS-4155,2025-09-20,11:49:56,2025-09-20T11:49:56.033920,Mysuru,Nazarbad PS,Robbery & Extortion,Armed Robbery,12.275878,76.644579,10,Charge Sheeted,Blocking highway with lorry,UNKNOWN,Unidentified Suspect,None,240000.0,0,0
FIR-2026-KAL-4156,2026-05-05,11:43:56,2026-05-05T11:43:56.033920,Kalaburagi,M B Nagar PS,Cybercrime,Phishing / OTP Fraud,17.313048,76.88098,6,Suspect Identified,Malware Link via WhatsApp,SUS-1004,Kiran @ Shadow,MG Road Gang,540000.0,1,1
FIR-2025-TUM-4157,2025-10-03,15:48:56,2025-10-03T15:48:56.033920,Tumakuru,Kyathsandra PS,Narcotics,MDMA / Synthetic Drugs,13.377724,77.157412,8,Charge Sheeted,Near college campuses,SUS-1007,Praveen Gowda,Koramangala Network,80000.0,0,1
FIR-2025-MAN-4158,2025-07-22,13:23:56,2025-07-22T13:23:56.033920,Mangaluru,Barkhe PS,Cybercrime,Financial Fraud,12.971959,74.813676,4,Charge Sheeted,Posing as Bank Executive,UNKNOWN,Unidentified Suspect,None,360000.0,1,0
FIR-2026-TUM-4159,2026-04-09,07:01:56,2026-04-09T07:01:56.033920,Tumakuru,Town PS Tumakuru,Commercial Fraud,Job Fraud,13.398702,77.081936,7,Under Investigation,Fake government sanction letter,SUS-1010,Suresh 'Fast' Reddy,MG Road Gang,168000.0,0,1
FIR-2026-MAN-4160,2026-03-17,06:54:56,2026-03-17T06:54:56.033920,Mangaluru,Urwa PS,Narcotics,Ganja Possession,12.845193,74.884129,8,Under Investigation,Darkweb ordering + Dead drop,UNKNOWN,Unidentified Suspect,None,720000.0,0,0
FIR-2025-MYS-4161,2025-12-24,06:54:56,2025-12-24T06:54:56.033920,Mysuru,Nazarbad PS,Cybercrime,Phishing / OTP Fraud,12.267696,76.664599,6,Solved,Phishing Site,UNKNOWN,Unidentified Suspect,None,18000.0,1,0
FIR-2026-MYS-4162,2026-05-05,14:33:56,2026-05-05T14:33:56.033920,Mysuru,Vidyaranyapuram PS,Cybercrime,Identity Theft,12.270862,76.701044,4,Under Investigation,Posing as Bank Executive,SUS-1008,Deepak Sharma,DarkNet Syndicate,4000.0,1,1
FIR-2025-MAN-4163,2025-11-20,18:20:56,2025-11-20T18:20:56.033920,Mangaluru,Barkhe PS,Assault & Violent Crime,Group Assault,12.930236,74.815532,6,Charge Sheeted,Group clash over property dispute,UNKNOWN,Unidentified Suspect,None,18000.0,0,0
FIR-2025-MYS-4164,2025-11-18,11:27:56,2025-11-18T11:27:56.033920,Mysuru,Devaraja PS,Robbery & Extortion,Extortion Call,12.25089,76.607014,10,Solved,Posing as local gang member,UNKNOWN,Unidentified Suspect,None,100000.0,0,0
FIR-2026-MAN-4165,2026-01-03,17:11:56,2026-01-03T17:11:56.033920,Mangaluru,Barkhe PS,Chain Snatching & Theft,Vehicle Theft,12.865673,74.917407,5,Suspect Identified,Pillion rider snatching on Pulsar bike,SUS-1010,Suresh 'Fast' Reddy,MG Road Gang,5000.0,0,0
FIR-2026-BEN-4166,2026-05-13,07:52:56,2026-05-13T07:52:56.033920,Bengaluru City,Koramangala PS,Cybercrime,Identity Theft,13.011743,77.448974,6,Solved,Malware Link via WhatsApp,SUS-1004,Kiran @ Shadow,MG Road Gang,18000.0,1,0
FIR-2026-TUM-4167,2026-01-07,12:27:56,2026-01-07T12:27:56.033920,Tumakuru,Town PS Tumakuru,Narcotics,MDMA / Synthetic Drugs,13.373254,77.070764,6,Suspect Identified,Courier shipment concealed in electronics,UNKNOWN,Unidentified Suspect,None,1800000.0,0,0
FIR-2025-KAL-4168,2025-08-10,11:07:56,2025-08-10T11:07:56.033920,Kalaburagi,Station Bazar PS,Cybercrime,Phishing / OTP Fraud,17.347421,76.762792,6,Pending,Fake Tech Support,SUS-1003,Manjunath V,Koramangala Network,1800000.0,1,1
FIR-2026-MYS-4169,2026-06-04,05:57:56,2026-06-04T05:57:56.033920,Mysuru,Lashkar PS,Chain Snatching & Theft,Vehicle Theft,12.275283,76.630187,6,Under Investigation,Unlocked house entry at night,UNKNOWN,Unidentified Suspect,None,6000.0,0,0
FIR-2026-MYS-4170,2026-04-05,04:14:56,2026-04-05T04:14:56.033920,Mysuru,Vidyaranyapuram PS,Narcotics,Inter-State Drug Trafficking,12.352195,76.592106,9,Suspect Identified,Courier shipment concealed in electronics,UNKNOWN,Unidentified Suspect,None,9000.0,0,0
FIR-2025-KAL-4171,2025-12-18,11:19:56,2025-12-18T11:19:56.033920,Kalaburagi,Chowk PS,Commercial Fraud,Job Fraud,17.325306,76.772828,5,Pending,High return investment scheme,SUS-1009,Farooq Ahmed,Coastal Smugglers,0.0,0,1
FIR-2025-BEL-4172,2025-08-05,16:59:56,2025-08-05T16:59:56.033920,Belagavi,Khade Bazar PS,Assault & Violent Crime,Group Assault,15.878138,74.431564,8,Suspect Identified,Altercation near bar/liquor shop,UNKNOWN,Unidentified Suspect,None,192000.0,0,0
FIR-2025-BAL-4173,2025-09-02,21:45:56,2025-09-02T21:45:56.033920,Ballari,Brucepet PS,Narcotics,Ganja Possession,15.143906,76.874861,6,Pending,Courier shipment concealed in electronics,SUS-1005,Vikram Singh,North India Cyber Syndicate,18000.0,0,0
FIR-2026-BAL-4174,2026-02-07,00:44:56,2026-02-07T00:44:56.033920,Ballari,Brucepet PS,Cybercrime,Crypto Scam,15.207736,76.946358,4,Suspect Identified,Malware Link via WhatsApp,UNKNOWN,Unidentified Suspect,None,40000.0,1,0
FIR-2026-BEL-4175,2026-07-13,16:45:56,2026-07-13T16:45:56.033920,Belagavi,Camp PS,Cybercrime,Sextortion,15.864886,74.448462,5,Pending,Fake Tech Support,SUS-1007,Praveen Gowda,Koramangala Network,15000.0,1,1
FIR-2025-BEN-4176,2025-12-22,07:09:56,2025-12-22T07:09:56.033920,Bengaluru City,Hebbal PS,Chain Snatching & Theft,Two-Wheeler Chain Snatching,12.875013,77.590655,7,Suspect Identified,Pillion rider snatching on Pulsar bike,UNKNOWN,Unidentified Suspect,None,168000.0,0,0
FIR-2025-HUB-4177,2025-07-29,15:31:56,2025-07-29T15:31:56.033920,Hubballi-Dharwad,Suburban PS Hubballi,Chain Snatching & Theft,House Burglary,15.288401,75.085035,7,Suspect Identified,Unlocked house entry at night,UNKNOWN,Unidentified Suspect,None,168000.0,0,0
FIR-2026-KAL-4178,2026-06-07,20:17:56,2026-06-07T20:17:56.033920,Kalaburagi,Station Bazar PS,Commercial Fraud,Real Estate Scam,17.384324,76.874687,8,Solved,Fake visa offer,UNKNOWN,Unidentified Suspect,None,720000.0,0,0
FIR-2026-MYS-4179,2026-05-01,15:20:56,2026-05-01T15:20:56.033920,Mysuru,Nazarbad PS,Cybercrime,Phishing / OTP Fraud,12.322501,76.592541,4,Charge Sheeted,Malware Link via WhatsApp,UNKNOWN,Unidentified Suspect,None,0.0,1,0
FIR-2025-BEL-4180,2025-10-14,22:21:56,2025-10-14T22:21:56.033920,Belagavi,Camp PS,Narcotics,Ganja Possession,15.851746,74.480092,10,Charge Sheeted,Near college campuses,UNKNOWN,Unidentified Suspect,None,900000.0,0,0
FIR-2026-HUB-4181,2026-03-28,10:17:56,2026-03-28T10:17:56.033920,Hubballi-Dharwad,Suburban PS Hubballi,Robbery & Extortion,Highway Dacoity,15.452928,75.065845,9,Under Investigation,Sharp weapon threat at night,SUS-1006,Anil 'Snake' Shetty,Coastal Smugglers,216000.0,0,0
FIR-2025-HUB-4182,2025-08-10,18:49:56,2025-08-10T18:49:56.033920,Hubballi-Dharwad,Suburban PS Hubballi,Commercial Fraud,Real Estate Scam,15.410368,75.17813,6,Suspect Identified,High return investment scheme,SUS-1003,Manjunath V,Koramangala Network,1800000.0,0,1
FIR-2026-MAN-4183,2026-05-15,19:11:56,2026-05-15T19:11:56.033920,Mangaluru,Barkhe PS,Chain Snatching & Theft,Vehicle Theft,12.925828,74.814867,4,Pending,Pillion rider snatching on Pulsar bike,UNKNOWN,Unidentified Suspect,None,0.0,0,0
FIR-2026-HUB-4184,2026-02-04,07:07:56,2026-02-04T07:07:56.033920,Hubballi-Dharwad,Dharwad Town PS,Robbery & Extortion,Extortion Call,15.366853,75.083865,7,Pending,Sharp weapon threat at night,UNKNOWN,Unidentified Suspect,None,7000.0,0,0
FIR-2025-KAL-4185,2025-11-24,11:06:56,2025-11-24T11:06:56.033920,Kalaburagi,Brahampur PS,Narcotics,Inter-State Drug Trafficking,17.295143,76.855789,7,Suspect Identified,Darkweb ordering + Dead drop,SUS-1006,Anil 'Snake' Shetty,Coastal Smugglers,168000.0,0,1
FIR-2026-BAL-4186,2026-05-15,02:23:56,2026-05-15T02:23:56.033920,Ballari,Brucepet PS,Commercial Fraud,Real Estate Scam,15.123979,76.902639,5,Under Investigation,Fake visa offer,SUS-1006,Anil 'Snake' Shetty,Coastal Smugglers,120000.0,0,1
FIR-2026-KAL-4187,2026-04-29,09:46:56,2026-04-29T09:46:56.033920,Kalaburagi,Station Bazar PS,Chain Snatching & Theft,Vehicle Theft,17.399377,76.791984,3,Charge Sheeted,Unlocked house entry at night,SUS-1009,Farooq Ahmed,Coastal Smugglers,0.0,0,1
FIR-2026-MYS-4188,2026-04-03,13:44:56,2026-04-03T13:44:56.033920,Mysuru,Nazarbad PS,Chain Snatching & Theft,House Burglary,12.338336,76.712049,6,Pending,Master key ignition,UNKNOWN,Unidentified Suspect,None,6000.0,0,0
FIR-2026-TUM-4189,2026-03-26,14:34:56,2026-03-26T14:34:56.033920,Tumakuru,New Extension PS,Robbery & Extortion,Extortion Call,13.322525,77.087034,8,Under Investigation,Posing as local gang member,UNKNOWN,Unidentified Suspect,None,192000.0,0,0
FIR-2025-HUB-4190,2025-08-05,07:27:56,2025-08-05T07:27:56.033920,Hubballi-Dharwad,Bendigeri PS,Robbery & Extortion,Extortion Call,15.435816,75.205308,7,Suspect Identified,Blocking highway with lorry,SUS-1008,Deepak Sharma,DarkNet Syndicate,2100000.0,0,1
FIR-2025-HUB-4191,2025-08-03,09:17:56,2025-08-03T09:17:56.033920,Hubballi-Dharwad,Dharwad Town PS,Robbery & Extortion,Extortion Call,15.451154,75.073,8,Suspect Identified,Sharp weapon threat at night,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,8000.0,0,1
FIR-2025-MYS-4192,2025-09-30,00:32:56,2025-09-30T00:32:56.033920,Mysuru,Lashkar PS,Assault & Violent Crime,Grievous Hurt,12.244692,76.679931,8,Charge Sheeted,Altercation near bar/liquor shop,SUS-1008,Deepak Sharma,DarkNet Syndicate,24000.0,0,0
FIR-2026-HUB-4193,2026-05-29,23:56:56,2026-05-29T23:56:56.033920,Hubballi-Dharwad,Dharwad Town PS,Robbery & Extortion,Armed Robbery,15.322383,75.20828,10,Solved,Posing as local gang member,UNKNOWN,Unidentified Suspect,None,3000000.0,0,0
FIR-2026-KAL-4194,2026-05-25,03:01:56,2026-05-25T03:01:56.033920,Kalaburagi,Station Bazar PS,Chain Snatching & Theft,House Burglary,17.315277,76.803292,3,Under Investigation,Pillion rider snatching on Pulsar bike,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,9000.0,0,1
FIR-2025-MYS-4195,2025-12-23,05:50:56,2025-12-23T05:50:56.033920,Mysuru,Vidyaranyapuram PS,Chain Snatching & Theft,House Burglary,12.289839,76.605499,3,Pending,Master key ignition,UNKNOWN,Unidentified Suspect,None,0.0,0,0
FIR-2026-TUM-4196,2026-06-04,01:43:56,2026-06-04T01:43:56.033920,Tumakuru,Kyathsandra PS,Assault & Violent Crime,Group Assault,13.339663,77.048275,5,Charge Sheeted,Altercation near bar/liquor shop,UNKNOWN,Unidentified Suspect,None,1500000.0,0,0
FIR-2025-BEL-4197,2025-12-26,11:25:56,2025-12-26T11:25:56.033920,Belagavi,APMC PS,Commercial Fraud,Ponzi Scheme,15.795001,74.551661,4,Charge Sheeted,Fake visa offer,UNKNOWN,Unidentified Suspect,None,40000.0,0,0
FIR-2026-TUM-4198,2026-07-07,11:20:56,2026-07-07T11:20:56.033920,Tumakuru,New Extension PS,Narcotics,Ganja Possession,13.313839,77.059987,8,Under Investigation,Courier shipment concealed in electronics,UNKNOWN,Unidentified Suspect,None,80000.0,0,0
FIR-2025-HUB-4199,2025-08-28,21:59:56,2025-08-28T21:59:56.033920,Hubballi-Dharwad,Vidyanagar PS,Cybercrime,Crypto Scam,15.368517,75.047298,8,Under Investigation,Posing as Bank Executive,UNKNOWN,Unidentified Suspect,None,720000.0,1,0
FIR-2025-MAN-4200,2025-09-01,19:04:56,2025-09-01T19:04:56.033920,Mangaluru,Pandeshwar PS,Robbery & Extortion,Highway Dacoity,12.873597,74.916652,10,Charge Sheeted,Posing as local gang member,SUS-1007,Praveen Gowda,Koramangala Network,0.0,0,1
FIR-2026-MYS-4201,2026-01-22,09:03:56,2026-01-22T09:03:56.033920,Mysuru,Kuuvempunagar PS,Robbery & Extortion,Armed Robbery,12.370034,76.568033,7,Under Investigation,Blocking highway with lorry,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,2100000.0,0,0
FIR-2026-MYS-4202,2026-01-27,23:26:56,2026-01-27T23:26:56.033920,Mysuru,Kuuvempunagar PS,Chain Snatching & Theft,Two-Wheeler Chain Snatching,12.25534,76.594985,3,Suspect Identified,Pillion rider snatching on Pulsar bike,UNKNOWN,Unidentified Suspect,None,900000.0,0,0
FIR-2026-HUB-4203,2026-06-22,21:00:56,2026-06-22T21:00:56.033920,Hubballi-Dharwad,Suburban PS Hubballi,Assault & Violent Crime,Street Brawl,15.423919,75.105221,8,Charge Sheeted,Altercation near bar/liquor shop,SUS-1010,Suresh 'Fast' Reddy,MG Road Gang,0.0,0,1
FIR-2026-MAN-4204,2026-06-18,01:11:56,2026-06-18T01:11:56.033920,Mangaluru,Urwa PS,Assault & Violent Crime,Group Assault,12.965701,74.865953,5,Suspect Identified,Altercation near bar/liquor shop,SUS-1001,Ramesh 'Blade' Kumar,MG Road Gang,15000.0,0,1
FIR-2025-MYS-4205,2025-11-18,01:17:56,2025-11-18T01:17:56.033920,Mysuru,Vidyaranyapuram PS,Commercial Fraud,Real Estate Scam,12.261606,76.577187,6,Suspect Identified,High return investment scheme,SUS-1010,Suresh 'Fast' Reddy,MG Road Gang,540000.0,0,0
FIR-2026-MYS-4206,2026-04-24,02:50:56,2026-04-24T02:50:56.033920,Mysuru,Nazarbad PS,Cybercrime,Financial Fraud,12.300382,76.614894,4,Solved,Fake Tech Support,UNKNOWN,Unidentified Suspect,None,360000.0,1,0
FIR-2025-TUM-4207,2025-08-30,04:25:56,2025-08-30T04:25:56.033920,Tumakuru,New Extension PS,Chain Snatching & Theft,Two-Wheeler Chain Snatching,13.326346,77.133792,5,Pending,Master key ignition,UNKNOWN,Unidentified Suspect,None,1500000.0,0,0
FIR-2026-TUM-4208,2026-03-22,08:10:56,2026-03-22T08:10:56.033920,Tumakuru,Town PS Tumakuru,Narcotics,Inter-State Drug Trafficking,13.284613,77.101985,10,Solved,Courier shipment concealed in electronics,SUS-1010,Suresh 'Fast' Reddy,MG Road Gang,900000.0,0,1
FIR-2025-MYS-4209,2025-10-10,14:07:56,2025-10-10T14:07:56.033920,Mysuru,Lashkar PS,Robbery & Extortion,Highway Dacoity,12.321602,76.658505,7,Solved,Blocking highway with lorry,SUS-1005,Vikram Singh,North India Cyber Syndicate,0.0,0,1
FIR-2025-BEL-4210,2025-09-08,23:02:56,2025-09-08T23:02:56.033920,Belagavi,Khade Bazar PS,Cybercrime,Crypto Scam,15.77353,74.424211,8,Pending,Phishing Site,SUS-1007,Praveen Gowda,Koramangala Network,192000.0,1,1
FIR-2025-HUB-4211,2025-08-11,15:46:56,2025-08-11T15:46:56.033920,Hubballi-Dharwad,Vidyanagar PS,Robbery & Extortion,Highway Dacoity,15.286992,75.067025,8,Charge Sheeted,Blocking highway with lorry,SUS-1003,Manjunath V,Koramangala Network,192000.0,0,1
FIR-2026-MAN-4212,2026-04-09,09:16:56,2026-04-09T09:16:56.033920,Mangaluru,Ullal PS,Chain Snatching & Theft,House Burglary,12.880638,74.807385,7,Pending,Pillion rider snatching on Pulsar bike,SUS-1005,Vikram Singh,North India Cyber Syndicate,0.0,0,1
FIR-2026-TUM-4213,2026-06-28,13:33:56,2026-06-28T13:33:56.033920,Tumakuru,Town PS Tumakuru,Commercial Fraud,Job Fraud,13.292534,77.130529,5,Suspect Identified,Fake visa offer,UNKNOWN,Unidentified Suspect,None,450000.0,0,0
FIR-2025-KAL-4214,2025-08-08,04:41:56,2025-08-08T04:41:56.033920,Kalaburagi,Brahampur PS,Narcotics,Inter-State Drug Trafficking,17.265264,76.90744,9,Solved,Courier shipment concealed in electronics,SUS-1006,Anil 'Snake' Shetty,Coastal Smugglers,9000.0,0,1
FIR-2026-BAL-4215,2026-07-09,10:44:56,2026-07-09T10:44:56.033920,Ballari,Cowled Bazar PS,Narcotics,Ganja Possession,15.16173,76.947403,9,Pending,Darkweb ordering + Dead drop,SUS-1006,Anil 'Snake' Shetty,Coastal Smugglers,27000.0,0,1
FIR-2025-KAL-4216,2025-09-27,14:28:56,2025-09-27T14:28:56.033920,Kalaburagi,M B Nagar PS,Robbery & Extortion,Extortion Call,17.330614,76.798224,7,Suspect Identified,Blocking highway with lorry,SUS-1005,Vikram Singh,North India Cyber Syndicate,21000.0,0,1
FIR-2026-MYS-4217,2026-07-13,14:34:56,2026-07-13T14:34:56.033920,Mysuru,Vidyaranyapuram PS,Cybercrime,Crypto Scam,12.316522,76.67178,5,Solved,Phishing Site,UNKNOWN,Unidentified Suspect,None,50000.0,1,0
FIR-2025-BEL-4218,2025-09-04,21:31:56,2025-09-04T21:31:56.033920,Belagavi,Camp PS,Chain Snatching & Theft,House Burglary,15.770791,74.525636,7,Charge Sheeted,Unlocked house entry at night,UNKNOWN,Unidentified Suspect,None,0.0,0,0
FIR-2026-MAN-4219,2026-03-18,14:14:56,2026-03-18T14:14:56.033920,Mangaluru,Kadri PS,Assault & Violent Crime,Group Assault,12.898264,74.921364,8,Under Investigation,Pre-meditated attack,UNKNOWN,Unidentified Suspect,None,192000.0,0,0
FIR-2025-MAN-4220,2025-09-28,05:56:56,2025-09-28T05:56:56.033920,Mangaluru,Kadri PS,Robbery & Extortion,Highway Dacoity,12.94191,74.813833,7,Under Investigation,Sharp weapon threat at night,UNKNOWN,Unidentified Suspect,None,7000.0,0,0
FIR-2026-MAN-4221,2026-01-04,19:25:56,2026-01-04T19:25:56.033920,Mangaluru,Urwa PS,Narcotics,MDMA / Synthetic Drugs,12.915102,74.808315,7,Solved,Darkweb ordering + Dead drop,UNKNOWN,Unidentified Suspect,None,168000.0,0,0
FIR-2026-TUM-4222,2026-02-19,09:10:56,2026-02-19T09:10:56.033920,Tumakuru,New Extension PS,Cybercrime,Phishing / OTP Fraud,13.324621,77.147094,4,Solved,Posing as Bank Executive,SUS-1010,Suresh 'Fast' Reddy,MG Road Gang,4000.0,1,1
FIR-2026-BEN-4223,2026-07-07,01:55:56,2026-07-07T01:55:56.033920,Bengaluru City,Jayanagar PS,Robbery & Extortion,Extortion Call,12.981436,77.736876,9,Charge Sheeted,Posing as local gang member,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,9000.0,0,1
FIR-2025-TUM-4224,2025-12-12,12:34:56,2025-12-12T12:34:56.033920,Tumakuru,Town PS Tumakuru,Cybercrime,Financial Fraud,13.398856,77.116105,8,Pending,Fake Tech Support,UNKNOWN,Unidentified Suspect,None,24000.0,1,0
FIR-2025-BEL-4225,2025-10-20,07:48:56,2025-10-20T07:48:56.033920,Belagavi,APMC PS,Cybercrime,Crypto Scam,15.881001,74.423733,7,Solved,Fake Tech Support,SUS-1010,Suresh 'Fast' Reddy,MG Road Gang,630000.0,1,0
FIR-2026-BEL-4226,2026-01-16,04:13:56,2026-01-16T04:13:56.033920,Belagavi,Khade Bazar PS,Narcotics,Inter-State Drug Trafficking,15.776587,74.5284,6,Suspect Identified,Darkweb ordering + Dead drop,SUS-1004,Kiran @ Shadow,MG Road Gang,18000.0,0,1
FIR-2025-MYS-4227,2025-12-16,12:09:56,2025-12-16T12:09:56.033920,Mysuru,Kuuvempunagar PS,Chain Snatching & Theft,Mobile Theft,12.354607,76.650898,4,Charge Sheeted,Pillion rider snatching on Pulsar bike,UNKNOWN,Unidentified Suspect,None,12000.0,0,0
FIR-2026-BAL-4228,2026-05-08,07:57:56,2026-05-08T07:57:56.033920,Ballari,Cowled Bazar PS,Narcotics,Ganja Possession,15.12388,76.924332,7,Charge Sheeted,Near college campuses,UNKNOWN,Unidentified Suspect,None,21000.0,0,0
FIR-2026-BEN-4229,2026-05-12,19:14:56,2026-05-12T19:14:56.033920,Bengaluru City,Electronic City PS,Assault & Violent Crime,Group Assault,12.957519,77.563488,5,Suspect Identified,Group clash over property dispute,SUS-1005,Vikram Singh,North India Cyber Syndicate,0.0,0,1
FIR-2025-BAL-4230,2025-09-17,18:05:56,2025-09-17T18:05:56.033920,Ballari,Cowled Bazar PS,Chain Snatching & Theft,Mobile Theft,15.11654,76.93262,3,Charge Sheeted,Pillion rider snatching on Pulsar bike,UNKNOWN,Unidentified Suspect,None,30000.0,0,0
FIR-2026-HUB-4231,2026-02-14,10:35:56,2026-02-14T10:35:56.033920,Hubballi-Dharwad,Dharwad Town PS,Assault & Violent Crime,Grievous Hurt,15.327057,75.152024,9,Pending,Pre-meditated attack,UNKNOWN,Unidentified Suspect,None,2700000.0,0,0
FIR-2026-BAL-4232,2026-04-27,02:15:56,2026-04-27T02:15:56.033920,Ballari,Cowled Bazar PS,Cybercrime,Sextortion,15.175518,76.919837,7,Charge Sheeted,Fake Tech Support,UNKNOWN,Unidentified Suspect,None,168000.0,1,0
FIR-2025-KAL-4233,2025-11-08,13:03:56,2025-11-08T13:03:56.033920,Kalaburagi,Chowk PS,Robbery & Extortion,Highway Dacoity,17.407359,76.880233,7,Suspect Identified,Blocking highway with lorry,UNKNOWN,Unidentified Suspect,None,70000.0,0,0
FIR-2025-MAN-4234,2025-11-19,20:41:56,2025-11-19T20:41:56.033920,Mangaluru,Kadri PS,Assault & Violent Crime,Street Brawl,12.847165,74.8463,5,Suspect Identified,Altercation near bar/liquor shop,UNKNOWN,Unidentified Suspect,None,450000.0,0,0
FIR-2025-MAN-4235,2025-08-10,15:00:56,2025-08-10T15:00:56.033920,Mangaluru,Pandeshwar PS,Cybercrime,Phishing / OTP Fraud,12.927232,74.917678,5,Pending,Malware Link via WhatsApp,SUS-1002,Syed 'Crypto' Imran,DarkNet Syndicate,1500000.0,1,1
FIR-2025-HUB-4236,2025-08-20,11:37:56,2025-08-20T11:37:56.033920,Hubballi-Dharwad,Dharwad Town PS,Assault & Violent Crime,Street Brawl,15.425756,75.059414,7,Under Investigation,Group clash over property dispute,SUS-1009,Farooq Ahmed,Coastal Smugglers,168000.0,0,1
FIR-2026-MAN-4237,2026-04-28,23:46:56,2026-04-28T23:46:56.033920,Mangaluru,Pandeshwar PS,Commercial Fraud,Ponzi Scheme,12.964452,74.894585,5,Under Investigation,Fake government sanction letter,SUS-1009,Farooq Ahmed,Coastal Smugglers,15000.0,0,1
FIR-2025-MAN-4238,2025-10-21,08:03:56,2025-10-21T08:03:56.033920,Mangaluru,Urwa PS,Assault & Violent Crime,Group Assault,12.910044,74.853841,6,Pending,Group clash over property dispute,UNKNOWN,Unidentified Suspect,None,144000.0,0,0
FIR-2026-BEN-4239,2026-06-07,12:49:56,2026-06-07T12:49:56.033920,Bengaluru City,Hebbal PS,Cybercrime,Crypto Scam,13.051589,77.686687,8,Suspect Identified,Fake Tech Support,UNKNOWN,Unidentified Suspect,None,0.0,1,0
FIR-2026-KAL-4240,2026-07-12,01:49:56,2026-07-12T01:49:56.033920,Kalaburagi,Brahampur PS,Cybercrime,Sextortion,17.379125,76.765492,5,Charge Sheeted,Phishing Site,UNKNOWN,Unidentified Suspect,None,450000.0,1,0
FIR-2025-TUM-4241,2025-08-10,11:16:56,2025-08-10T11:16:56.033920,Tumakuru,Kyathsandra PS,Assault & Violent Crime,Street Brawl,13.368529,77.109342,5,Pending,Group clash over property dispute,UNKNOWN,Unidentified Suspect,None,50000.0,0,0
FIR-2025-TUM-4242,2025-11-04,18:24:56,2025-11-04T18:24:56.033920,Tumakuru,Kyathsandra PS,Narcotics,MDMA / Synthetic Drugs,13.307922,77.140308,7,Pending,Darkweb ordering + Dead drop,SUS-1008,Deepak Sharma,DarkNet Syndicate,630000.0,0,1
FIR-2025-BEL-4243,2025-07-21,21:13:56,2025-07-21T21:13:56.033920,Belagavi,APMC PS,Assault & Violent Crime,Grievous Hurt,15.917881,74.493238,6,Suspect Identified,Group clash over property dispute,UNKNOWN,Unidentified Suspect,None,540000.0,0,0
FIR-2026-BEL-4244,2026-03-22,12:59:56,2026-03-22T12:59:56.033920,Belagavi,APMC PS,Assault & Violent Crime,Group Assault,15.92355,74.567044,6,Solved,Altercation near bar/liquor shop,UNKNOWN,Unidentified Suspect,None,540000.0,0,0
FIR-2025-BEN-4245,2025-10-28,17:56:56,2025-10-28T17:56:56.033920,Bengaluru City,Indiranagar PS,Narcotics,Inter-State Drug Trafficking,12.987617,77.658181,7,Pending,Near college campuses,UNKNOWN,Unidentified Suspect,None,70000.0,0,0
FIR-2026-MYS-4246,2026-03-17,16:27:56,2026-03-17T16:27:56.033920,Mysuru,Lashkar PS,Narcotics,MDMA / Synthetic Drugs,12.263887,76.641027,9,Pending,Darkweb ordering + Dead drop,UNKNOWN,Unidentified Suspect,None,0.0,0,0
FIR-2025-TUM-4247,2025-09-12,21:17:56,2025-09-12T21:17:56.033920,Tumakuru,Town PS Tumakuru,Chain Snatching & Theft,Mobile Theft,13.284097,77.047505,5,Suspect Identified,Pillion rider snatching on Pulsar bike,SUS-1006,Anil 'Snake' Shetty,Coastal Smugglers,0.0,0,1
FIR-2025-KAL-4248,2025-08-24,15:53:56,2025-08-24T15:53:56.033920,Kalaburagi,Chowk PS,Narcotics,MDMA / Synthetic Drugs,17.357156,76.88047,6,Suspect Identified,Courier shipment concealed in electronics,SUS-1008,Deepak Sharma,DarkNet Syndicate,1800000.0,0,1
FIR-2025-MAN-4249,2025-09-02,21:40:56,2025-09-02T21:40:56.033920,Mangaluru,Urwa PS,Cybercrime,Crypto Scam,12.958979,74.851369,4,Charge Sheeted,Phishing Site,UNKNOWN,Unidentified Suspect,None,40000.0,1,0
FIR-2026-BEN-4250,2026-04-23,01:29:56,2026-04-23T01:29:56.033920,Bengaluru City,Hebbal PS,Chain Snatching & Theft,House Burglary,12.962171,77.474525,6,Pending,Master key ignition,SUS-1004,Kiran @ Shadow,MG Road Gang,0.0,0,1
